#t Ekin Epot Etot m1 x1 y1 z1 vx1 vy1 vz1 m2 x2 y2 z2 vx2 vy2 vz2 
44.48 3.03 -28.40 -25.37 5.00 4.94 6.79 -4.43 0.08 0.67 -0.67 5.00 5.63 5.57 -5.49 0.21 -0.35 0.38 
44.49 3.02 -28.38 -25.36 5.00 4.94 6.79 -4.43 0.08 0.67 -0.67 5.00 5.64 5.57 -5.49 0.20 -0.34 0.38 
44.50 3.02 -28.36 -25.34 5.00 4.94 6.80 -4.44 0.08 0.66 -0.67 5.00 5.64 5.57 -5.49 0.20 -0.34 0.39 
44.51 3.01 -28.34 -25.33 5.00 4.94 6.81 -4.45 0.09 0.66 -0.68 5.00 5.64 5.56 -5.48 0.20 -0.33 0.39 
44.52 3.01 -28.33 -25.32 5.00 4.94 6.81 -4.45 0.09 0.65 -0.68 5.00 5.64 5.56 -5.48 0.19 -0.32 0.40 
44.53 3.00 -28.31 -25.31 5.00 4.94 6.82 -4.46 0.09 0.65 -0.69 5.00 5.64 5.56 -5.47 0.19 -0.32 0.40 
44.54 3.00 -28.30 -25.30 5.00 4.94 6.83 -4.47 0.10 0.64 -0.69 5.00 5.65 5.55 -5.47 0.19 -0.31 0.41 
44.55 3.00 -28.28 -25.29 5.00 4.94 6.83 -4.48 0.10 0.64 -0.70 5.00 5.65 5.55 -5.47 0.18 -0.31 0.41 
44.56 2.99 -28.27 -25.28 5.00 4.94 6.84 -4.48 0.10 0.63 -0.70 5.00 5.65 5.55 -5.46 0.18 -0.30 0.42 
44.57 2.99 -28.25 -25.27 5.00 4.94 6.85 -4.49 0.11 0.62 -0.71 5.00 5.65 5.54 -5.46 0.18 -0.29 0.42 
44.58 2.99 -28.24 -25.26 5.00 4.95 6.85 -4.50 0.11 0.62 -0.71 5.00 5.65 5.54 -5.45 0.17 -0.29 0.43 
44.59 2.98 -28.23 -25.25 5.00 4.95 6.86 -4.50 0.11 0.61 -0.72 5.00 5.66 5.54 -5.45 0.17 -0.28 0.43 
44.60 2.98 -28.22 -25.24 5.00 4.95 6.86 -4.51 0.11 0.61 -0.72 5.00 5.66 5.54 -5.44 0.17 -0.28 0.43 
44.61 2.98 -28.21 -25.23 5.00 4.95 6.87 -4.52 0.12 0.60 -0.72 5.00 5.66 5.53 -5.44 0.17 -0.27 0.44 
44.62 2.98 -28.20 -25.22 5.00 4.95 6.88 -4.53 0.12 0.59 -0.73 5.00 5.66 5.53 -5.44 0.16 -0.27 0.44 
44.63 2.97 -28.19 -25.22 5.00 4.95 6.88 -4.53 0.12 0.59 -0.73 5.00 5.66 5.53 -5.43 0.16 -0.26 0.45 
44.64 2.97 -28.18 -25.21 5.00 4.95 6.89 -4.54 0.13 0.58 -0.74 5.00 5.66 5.52 -5.43 0.16 -0.25 0.45 
44.65 2.97 -28.17 -25.21 5.00 4.95 6.89 -4.55 0.13 0.58 -0.74 5.00 5.67 5.52 -5.42 0.15 -0.25 0.45 
44.66 2.97 -28.17 -25.20 5.00 4.96 6.90 -4.56 0.13 0.57 -0.74 5.00 5.67 5.52 -5.42 0.15 -0.24 0.46 
44.67 2.96 -28.16 -25.19 5.00 4.96 6.90 -4.56 0.14 0.56 -0.75 5.00 5.67 5.52 -5.41 0.15 -0.23 0.46 
44.68 2.96 -28.15 -25.19 5.00 4.96 6.91 -4.57 0.14 0.56 -0.75 5.00 5.67 5.52 -5.41 0.14 -0.23 0.47 
44.69 2.96 -28.15 -25.19 5.00 4.96 6.92 -4.58 0.14 0.55 -0.76 5.00 5.67 5.51 -5.40 0.14 -0.22 0.47 
44.70 2.96 -28.14 -25.18 5.00 4.96 6.92 -4.59 0.15 0.54 -0.76 5.00 5.67 5.51 -5.40 0.14 -0.22 0.47 
44.71 2.96 -28.14 -25.18 5.00 4.96 6.93 -4.59 0.15 0.54 -0.76 5.00 5.67 5.51 -5.39 0.13 -0.21 0.48 
44.72 2.96 -28.14 -25.18 5.00 4.96 6.93 -4.60 0.15 0.53 -0.77 5.00 5.67 5.51 -5.39 0.13 -0.20 0.48 
44.73 2.96 -28.13 -25.18 5.00 4.97 6.94 -4.61 0.16 0.53 -0.77 5.00 5.68 5.50 -5.38 0.13 -0.20 0.48 
44.74 2.96 -28.13 -25.17 5.00 4.97 6.94 -4.62 0.16 0.52 -0.77 5.00 5.68 5.50 -5.38 0.12 -0.19 0.49 
44.75 2.96 -28.13 -25.17 5.00 4.97 6.95 -4.62 0.16 0.51 -0.78 5.00 5.68 5.50 -5.37 0.12 -0.18 0.49 
44.76 2.96 -28.13 -25.17 5.00 4.97 6.95 -4.63 0.17 0.51 -0.78 5.00 5.68 5.50 -5.37 0.12 -0.18 0.49 
44.77 2.96 -28.13 -25.17 5.00 4.97 6.96 -4.64 0.17 0.50 -0.78 5.00 5.68 5.50 -5.36 0.11 -0.17 0.50 
44.78 2.96 -28.13 -25.17 5.00 4.97 6.96 -4.65 0.17 0.49 -0.79 5.00 5.68 5.50 -5.36 0.11 -0.16 0.50 
44.79 2.96 -28.13 -25.17 5.00 4.98 6.97 -4.66 0.18 0.49 -0.79 5.00 5.68 5.49 -5.35 0.11 -0.16 0.50 
44.80 2.96 -28.13 -25.18 5.00 4.98 6.97 -4.66 0.18 0.48 -0.79 5.00 5.68 5.49 -5.35 0.10 -0.15 0.51 
44.81 2.96 -28.13 -25.18 5.00 4.98 6.98 -4.67 0.18 0.47 -0.80 5.00 5.69 5.49 -5.34 0.10 -0.15 0.51 
44.82 2.96 -28.14 -25.18 5.00 4.98 6.98 -4.68 0.18 0.47 -0.80 5.00 5.69 5.49 -5.34 0.10 -0.14 0.51 
44.83 2.96 -28.14 -25.18 5.00 4.98 6.99 -4.69 0.19 0.46 -0.80 5.00 5.69 5.49 -5.33 0.10 -0.13 0.52 
44.84 2.96 -28.15 -25.19 5.00 4.98 6.99 -4.70 0.19 0.45 -0.80 5.00 5.69 5.49 -5.33 0.09 -0.13 0.52 
44.85 2.96 -28.15 -25.19 5.00 4.99 6.99 -4.70 0.19 0.45 -0.81 5.00 5.69 5.49 -5.32 0.09 -0.12 0.52 
44.86 2.96 -28.16 -25.19 5.00 4.99 7.00 -4.71 0.20 0.44 -0.81 5.00 5.69 5.48 -5.32 0.09 -0.11 0.52 
44.87 2.96 -28.16 -25.20 5.00 4.99 7.00 -4.72 0.20 0.43 -0.81 5.00 5.69 5.48 -5.31 0.08 -0.11 0.53 
44.88 2.97 -28.17 -25.20 5.00 4.99 7.01 -4.73 0.20 0.43 -0.82 5.00 5.69 5.48 -5.31 0.08 -0.10 0.53 
44.89 2.97 -28.18 -25.21 5.00 4.99 7.01 -4.74 0.21 0.42 -0.82 5.00 5.69 5.48 -5.30 0.08 -0.09 0.53 
44.90 2.97 -28.18 -25.22 5.00 5.00 7.02 -4.74 0.21 0.41 -0.82 5.00 5.69 5.48 -5.30 0.07 -0.08 0.54 
44.91 2.97 -28.19 -25.22 5.00 5.00 7.02 -4.75 0.21 0.41 -0.82 5.00 5.69 5.48 -5.29 0.07 -0.08 0.54 
44.92 2.97 -28.20 -25.23 5.00 5.00 7.02 -4.76 0.22 0.40 -0.83 5.00 5.69 5.48 -5.29 0.07 -0.07 0.54 
44.93 2.98 -28.21 -25.24 5.00 5.00 7.03 -4.77 0.22 0.39 -0.83 5.00 5.69 5.48 -5.28 0.06 -0.06 0.54 
44.94 2.98 -28.22 -25.25 5.00 5.01 7.03 -4.78 0.22 0.39 -0.83 5.00 5.70 5.48 -5.28 0.06 -0.06 0.54 
44.95 2.98 -28.24 -25.25 5.00 5.01 7.04 -4.79 0.23 0.38 -0.83 5.00 5.70 5.48 -5.27 0.06 -0.05 0.55 
44.96 2.98 -28.25 -25.26 5.00 5.01 7.04 -4.79 0.23 0.37 -0.84 5.00 5.70 5.48 -5.26 0.05 -0.04 0.55 
44.97 2.99 -28.26 -25.27 5.00 5.01 7.04 -4.80 0.23 0.36 -0.84 5.00 5.70 5.48 -5.26 0.05 -0.04 0.55 
44.98 2.99 -28.27 -25.28 5.00 5.01 7.05 -4.81 0.23 0.36 -0.84 5.00 5.70 5.48 -5.25 0.05 -0.03 0.55 
44.99 2.99 -28.29 -25.29 5.00 5.02 7.05 -4.82 0.24 0.35 -0.84 5.00 5.70 5.48 -5.25 0.05 -0.02 0.56 
45.00 3.00 -28.30 -25.30 5.00 5.02 7.05 -4.83 0.24 0.34 -0.84 5.00 5.70 5.48 -5.24 0.04 -0.01 0.56 
45.01 3.00 -28.32 -25.32 5.00 5.02 7.06 -4.84 0.24 0.34 -0.85 5.00 5.70 5.48 -5.24 0.04 -0.01 0.56 
45.02 3.01 -28.33 -25.33 5.00 5.02 7.06 -4.84 0.25 0.33 -0.85 5.00 5.70 5.48 -5.23 0.04 -0.00 0.56 
45.03 3.01 -28.35 -25.34 5.00 5.03 7.06 -4.85 0.25 0.32 -0.85 5.00 5.70 5.48 -5.23 0.03 0.01 0.56 
45.04 3.01 -28.37 -25.35 5.00 5.03 7.07 -4.86 0.25 0.31 -0.85 5.00 5.70 5.48 -5.22 0.03 0.01 0.56 
45.05 3.02 -28.38 -25.37 5.00 5.03 7.07 -4.87 0.26 0.31 -0.85 5.00 5.70 5.48 -5.21 0.03 0.02 0.57 
45.06 3.02 -28.40 -25.38 5.00 5.03 7.07 -4.88 0.26 0.30 -0.85 5.00 5.70 5.48 -5.21 0.02 0.03 0.57 
45.07 3.03 -28.42 -25.40 5.00 5.04 7.08 -4.89 0.26 0.29 -0.86 5.00 5.70 5.48 -5.20 0.02 0.04 0.57 
45.08 3.03 -28.44 -25.41 5.00 5.04 7.08 -4.90 0.27 0.29 -0.86 5.00 5.70 5.48 -5.20 0.02 0.04 0.57 
45.09 3.04 -28.46 -25.43 5.00 5.04 7.08 -4.90 0.27 0.28 -0.86 5.00 5.70 5.48 -5.19 0.02 0.05 0.57 
45.10 3.04 -28.48 -25.44 5.00 5.05 7.08 -4.91 0.27 0.27 -0.86 5.00 5.70 5.48 -5.19 0.01 0.06 0.57 
45.11 3.05 -28.51 -25.46 5.00 5.05 7.09 -4.92 0.27 0.26 -0.86 5.00 5.70 5.48 -5.18 0.01 0.07 0.57 
45.12 3.05 -28.53 -25.48 5.00 5.05 7.09 -4.93 0.28 0.26 -0.86 5.00 5.70 5.48 -5.17 0.01 0.07 0.58 
45.13 3.06 -28.55 -25.49 5.00 5.05 7.09 -4.94 0.28 0.25 -0.86 5.00 5.70 5.48 -5.17 0.00 0.08 0.58 
45.14 3.07 -28.58 -25.51 5.00 5.06 7.09 -4.95 0.28 0.24 -0.86 5.00 5.70 5.48 -5.16 -0.00 0.09 0.58 
45.15 3.07 -28.60 -25.53 5.00 5.06 7.10 -4.96 0.29 0.23 -0.86 5.00 5.70 5.48 -5.16 -0.00 0.10 0.58 
45.16 3.08 -28.63 -25.55 5.00 5.06 7.10 -4.96 0.29 0.23 -0.87 5.00 5.70 5.48 -5.15 -0.01 0.10 0.58 
45.17 3.08 -28.65 -25.57 5.00 5.06 7.10 -4.97 0.29 0.22 -0.87 5.00 5.70 5.49 -5.14 -0.01 0.11 0.58 
45.18 3.09 -28.68 -25.59 5.00 5.07 7.10 -4.98 0.30 0.21 -0.87 5.00 5.70 5.49 -5.14 -0.01 0.12 0.58 
45.19 3.10 -28.71 -25.61 5.00 5.07 7.10 -4.99 0.30 0.20 -0.87 5.00 5.70 5.49 -5.13 -0.02 0.13 0.58 
45.20 3.10 -28.74 -25.63 5.00 5.07 7.11 -5.00 0.30 0.20 -0.87 5.00 5.70 5.49 -5.13 -0.02 0.13 0.58 
45.21 3.11 -28.76 -25.65 5.00 5.08 7.11 -5.01 0.30 0.19 -0.87 5.00 5.70 5.49 -5.12 -0.02 0.14 0.58 
45.22 3.12 -28.79 -25.68 5.00 5.08 7.11 -5.02 0.31 0.18 -0.87 5.00 5.70 5.49 -5.12 -0.02 0.15 0.58 
45.23 3.13 -28.82 -25.70 5.00 5.08 7.11 -5.03 0.31 0.17 -0.87 5.00 5.70 5.49 -5.11 -0.03 0.16 0.58 
45.24 3.13 -28.86 -25.72 5.00 5.09 7.11 -5.03 0.31 0.16 -0.87 5.00 5.70 5.49 -5.10 -0.03 0.16 0.58 
45.25 3.14 -28.89 -25.75 5.00 5.09 7.12 -5.04 0.32 0.16 -0.87 5.00 5.70 5.50 -5.10 -0.03 0.17 0.59 
45.26 3.15 -28.92 -25.77 5.00 5.09 7.12 -5.05 0.32 0.15 -0.87 5.00 5.70 5.50 -5.09 -0.04 0.18 0.59 
45.27 3.16 -28.95 -25.80 5.00 5.10 7.12 -5.06 0.32 0.14 -0.87 5.00 5.70 5.50 -5.09 -0.04 0.19 0.59 
45.28 3.17 -28.99 -25.82 5.00 5.10 7.12 -5.07 0.32 0.13 -0.87 5.00 5.70 5.50 -5.08 -0.04 0.20 0.59 
45.29 3.18 -29.02 -25.85 5.00 5.10 7.12 -5.08 0.33 0.12 -0.87 5.00 5.70 5.50 -5.07 -0.04 0.20 0.59 
45.30 3.18 -29.06 -25.87 5.00 5.11 7.12 -5.09 0.33 0.12 -0.87 5.00 5.70 5.51 -5.07 -0.05 0.21 0.59 
45.31 3.19 -29.09 -25.90 5.00 5.11 7.12 -5.09 0.33 0.11 -0.87 5.00 5.70 5.51 -5.06 -0.05 0.22 0.59 
45.32 3.20 -29.13 -25.93 5.00 5.11 7.12 -5.10 0.34 0.10 -0.87 5.00 5.70 5.51 -5.06 -0.05 0.23 0.59 
45.33 3.21 -29.17 -25.96 5.00 5.12 7.13 -5.11 0.34 0.09 -0.87 5.00 5.70 5.51 -5.05 -0.06 0.24 0.59 
45.34 3.22 -29.21 -25.99 5.00 5.12 7.13 -5.12 0.34 0.09 -0.87 5.00 5.70 5.52 -5.05 -0.06 0.24 0.59 
45.35 3.23 -29.25 -26.02 5.00 5.12 7.13 -5.13 0.35 0.08 -0.87 5.00 5.69 5.52 -5.04 -0.06 0.25 0.58 
45.36 3.24 -29.29 -26.05 5.00 5.13 7.13 -5.14 0.35 0.07 -0.87 5.00 5.69 5.52 -5.03 -0.06 0.26 0.58 
45.37 3.25 -29.33 -26.08 5.00 5.13 7.13 -5.15 0.35 0.06 -0.87 5.00 5.69 5.52 -5.03 -0.07 0.27 0.58 
45.38 3.26 -29.37 -26.11 5.00 5.13 7.13 -5.16 0.35 0.05 -0.87 5.00 5.69 5.53 -5.02 -0.07 0.28 0.58 
45.39 3.27 -29.41 -26.14 5.00 5.14 7.13 -5.16 0.36 0.04 -0.87 5.00 5.69 5.53 -5.02 -0.07 0.28 0.58 
45.40 3.28 -29.45 -26.17 5.00 5.14 7.13 -5.17 0.36 0.04 -0.87 5.00 5.69 5.53 -5.01 -0.08 0.29 0.58 
45.41 3.29 -29.50 -26.21 5.00 5.14 7.13 -5.18 0.36 0.03 -0.87 5.00 5.69 5.53 -5.00 -0.08 0.30 0.58 
45.42 3.30 -29.54 -26.24 5.00 5.15 7.13 -5.19 0.37 0.02 -0.87 5.00 5.69 5.54 -5.00 -0.08 0.31 0.58 
45.43 3.32 -29.59 -26.27 5.00 5.15 7.13 -5.20 0.37 0.01 -0.87 5.00 5.69 5.54 -4.99 -0.08 0.32 0.58 
45.44 3.33 -29.64 -26.31 5.00 5.16 7.13 -5.21 0.37 0.00 -0.86 5.00 5.69 5.54 -4.99 -0.09 0.32 0.58 
45.45 3.34 -29.68 -26.34 5.00 5.16 7.13 -5.22 0.37 -0.00 -0.86 5.00 5.69 5.55 -4.98 -0.09 0.33 0.58 
45.46 3.35 -29.73 -26.38 5.00 5.16 7.13 -5.23 0.38 -0.01 -0.86 5.00 5.69 5.55 -4.98 -0.09 0.34 0.58 
45.47 3.36 -29.78 -26.42 5.00 5.17 7.13 -5.23 0.38 -0.02 -0.86 5.00 5.68 5.55 -4.97 -0.10 0.35 0.57 
45.48 3.38 -29.83 -26.45 5.00 5.17 7.13 -5.24 0.38 -0.03 -0.86 5.00 5.68 5.56 -4.96 -0.10 0.36 0.57 
45.49 3.39 -29.88 -26.49 5.00 5.17 7.13 -5.25 0.38 -0.04 -0.86 5.00 5.68 5.56 -4.96 -0.10 0.37 0.57 
45.50 3.40 -29.93 -26.53 5.00 5.18 7.13 -5.26 0.39 -0.05 -0.86 5.00 5.68 5.57 -4.95 -0.10 0.37 0.57 
45.51 3.41 -29.98 -26.57 5.00 5.18 7.13 -5.27 0.39 -0.05 -0.85 5.00 5.68 5.57 -4.95 -0.11 0.38 0.57 
45.52 3.43 -30.04 -26.61 5.00 5.19 7.13 -5.28 0.39 -0.06 -0.85 5.00 5.68 5.57 -4.94 -0.11 0.39 0.57 
45.53 3.44 -30.09 -26.65 5.00 5.19 7.13 -5.28 0.40 -0.07 -0.85 5.00 5.68 5.58 -4.94 -0.11 0.40 0.56 
45.54 3.45 -30.14 -26.69 5.00 5.19 7.13 -5.29 0.40 -0.08 -0.85 5.00 5.68 5.58 -4.93 -0.11 0.41 0.56 
45.55 3.47 -30.20 -26.73 5.00 5.20 7.13 -5.30 0.40 -0.09 -0.85 5.00 5.68 5.59 -4.92 -0.12 0.42 0.56 
45.56 3.48 -30.26 -26.78 5.00 5.20 7.12 -5.31 0.40 -0.10 -0.84 5.00 5.68 5.59 -4.92 -0.12 0.42 0.56 
45.57 3.50 -30.31 -26.82 5.00 5.21 7.12 -5.32 0.41 -0.10 -0.84 5.00 5.67 5.59 -4.91 -0.12 0.43 0.56 
45.58 3.51 -30.37 -26.86 5.00 5.21 7.12 -5.33 0.41 -0.11 -0.84 5.00 5.67 5.60 -4.91 -0.13 0.44 0.55 
45.59 3.52 -30.43 -26.91 5.00 5.21 7.12 -5.34 0.41 -0.12 -0.84 5.00 5.67 5.60 -4.90 -0.13 0.45 0.55 
45.60 3.54 -30.49 -26.95 5.00 5.22 7.12 -5.34 0.41 -0.13 -0.84 5.00 5.67 5.61 -4.90 -0.13 0.46 0.55 
45.61 3.55 -30.55 -27.00 5.00 5.22 7.12 -5.35 0.42 -0.14 -0.83 5.00 5.67 5.61 -4.89 -0.13 0.47 0.55 
45.62 3.57 -30.61 -27.04 5.00 5.23 7.12 -5.36 0.42 -0.15 -0.83 5.00 5.67 5.62 -4.89 -0.14 0.48 0.54 
45.63 3.59 -30.68 -27.09 5.00 5.23 7.11 -5.37 0.42 -0.16 -0.83 5.00 5.67 5.62 -4.88 -0.14 0.48 0.54 
45.64 3.60 -30.74 -27.14 5.00 5.23 7.11 -5.38 0.42 -0.16 -0.82 5.00 5.66 5.63 -4.88 -0.14 0.49 0.54 
45.65 3.62 -30.80 -27.19 5.00 5.24 7.11 -5.39 0.43 -0.17 -0.82 5.00 5.66 5.63 -4.87 -0.14 0.50 0.54 
45.66 3.63 -30.87 -27.24 5.00 5.24 7.11 -5.39 0.43 -0.18 -0.82 5.00 5.66 5.64 -4.86 -0.15 0.51 0.53 
45.67 3.65 -30.94 -27.29 5.00 5.25 7.11 -5.40 0.43 -0.19 -0.82 5.00 5.66 5.64 -4.86 -0.15 0.52 0.53 
45.68 3.67 -31.00 -27.34 5.00 5.25 7.11 -5.41 0.43 -0.20 -0.81 5.00 5.66 5.65 -4.85 -0.15 0.53 0.53 
45.69 3.68 -31.07 -27.39 5.00 5.26 7.10 -5.42 0.44 -0.21 -0.81 5.00 5.66 5.65 -4.85 -0.15 0.54 0.52 
45.70 3.70 -31.14 -27.44 5.00 5.26 7.10 -5.43 0.44 -0.22 -0.81 5.00 5.66 5.66 -4.84 -0.16 0.55 0.52 
45.71 3.72 -31.21 -27.49 5.00 5.27 7.10 -5.43 0.44 -0.23 -0.80 5.00 5.65 5.66 -4.84 -0.16 0.55 0.52 
45.72 3.74 -31.28 -27.55 5.00 5.27 7.10 -5.44 0.44 -0.23 -0.80 5.00 5.65 5.67 -4.83 -0.16 0.56 0.51 
45.73 3.75 -31.36 -27.60 5.00 5.27 7.09 -5.45 0.45 -0.24 -0.79 5.00 5.65 5.68 -4.83 -0.16 0.57 0.51 
45.74 3.77 -31.43 -27.66 5.00 5.28 7.09 -5.46 0.45 -0.25 -0.79 5.00 5.65 5.68 -4.82 -0.16 0.58 0.51 
45.75 3.79 -31.50 -27.71 5.00 5.28 7.09 -5.47 0.45 -0.26 -0.79 5.00 5.65 5.69 -4.82 -0.17 0.59 0.50 
45.76 3.81 -31.58 -27.77 5.00 5.29 7.09 -5.47 0.45 -0.27 -0.78 5.00 5.65 5.69 -4.81 -0.17 0.60 0.50 
45.77 3.83 -31.66 -27.83 5.00 5.29 7.08 -5.48 0.45 -0.28 -0.78 5.00 5.64 5.70 -4.81 -0.17 0.61 0.49 
45.78 3.85 -31.73 -27.89 5.00 5.30 7.08 -5.49 0.46 -0.29 -0.77 5.00 5.64 5.71 -4.80 -0.17 0.62 0.49 
45.79 3.87 -31.81 -27.94 5.00 5.30 7.08 -5.50 0.46 -0.30 -0.77 5.00 5.64 5.71 -4.80 -0.18 0.62 0.48 
45.80 3.89 -31.89 -28.00 5.00 5.31 7.08 -5.50 0.46 -0.30 -0.77 5.00 5.64 5.72 -4.79 -0.18 0.63 0.48 
45.81 3.91 -31.97 -28.06 5.00 5.31 7.07 -5.51 0.46 -0.31 -0.76 5.00 5.64 5.72 -4.79 -0.18 0.64 0.48 
45.82 3.93 -32.05 -28.13 5.00 5.32 7.07 -5.52 0.47 -0.32 -0.76 5.00 5.64 5.73 -4.78 -0.18 0.65 0.47 
45.83 3.95 -32.14 -28.19 5.00 5.32 7.07 -5.53 0.47 -0.33 -0.75 5.00 5.63 5.74 -4.78 -0.18 0.66 0.47 
45.84 3.97 -32.22 -28.25 5.00 5.32 7.06 -5.53 0.47 -0.34 -0.75 5.00 5.63 5.74 -4.78 -0.19 0.67 0.46 
45.85 3.99 -32.30 -28.31 5.00 5.33 7.06 -5.54 0.47 -0.35 -0.74 5.00 5.63 5.75 -4.77 -0.19 0.68 0.46 
45.86 4.01 -32.39 -28.38 5.00 5.33 7.05 -5.55 0.47 -0.36 -0.74 5.00 5.63 5.76 -4.77 -0.19 0.69 0.45 
45.87 4.03 -32.48 -28.44 5.00 5.34 7.05 -5.56 0.48 -0.37 -0.73 5.00 5.63 5.76 -4.76 -0.19 0.69 0.45 
45.88 4.05 -32.56 -28.51 5.00 5.34 7.05 -5.56 0.48 -0.38 -0.73 5.00 5.62 5.77 -4.76 -0.19 0.70 0.44 
45.89 4.08 -32.65 -28.58 5.00 5.35 7.04 -5.57 0.48 -0.38 -0.72 5.00 5.62 5.78 -4.75 -0.20 0.71 0.43 
45.90 4.10 -32.74 -28.64 5.00 5.35 7.04 -5.58 0.48 -0.39 -0.71 5.00 5.62 5.79 -4.75 -0.20 0.72 0.43 
45.91 4.12 -32.83 -28.71 5.00 5.36 7.04 -5.59 0.48 -0.40 -0.71 5.00 5.62 5.79 -4.74 -0.20 0.73 0.42 
45.92 4.14 -32.93 -28.78 5.00 5.36 7.03 -5.59 0.49 -0.41 -0.70 5.00 5.62 5.80 -4.74 -0.20 0.74 0.42 
45.93 4.17 -33.02 -28.85 5.00 5.37 7.03 -5.60 0.49 -0.42 -0.70 5.00 5.61 5.81 -4.74 -0.20 0.75 0.41 
45.94 4.19 -33.12 -28.92 5.00 5.37 7.02 -5.61 0.49 -0.43 -0.69 5.00 5.61 5.82 -4.73 -0.21 0.76 0.40 
45.95 4.21 -33.21 -29.00 5.00 5.38 7.02 -5.61 0.49 -0.44 -0.68 5.00 5.61 5.82 -4.73 -0.21 0.77 0.40 
45.96 4.24 -33.31 -29.07 5.00 5.38 7.01 -5.62 0.49 -0.45 -0.68 5.00 5.61 5.83 -4.72 -0.21 0.77 0.39 
45.97 4.26 -33.41 -29.14 5.00 5.39 7.01 -5.63 0.49 -0.45 -0.67 5.00 5.61 5.84 -4.72 -0.21 0.78 0.38 
45.98 4.29 -33.51 -29.22 5.00 5.39 7.01 -5.63 0.50 -0.46 -0.66 5.00 5.60 5.85 -4.72 -0.21 0.79 0.38 
45.99 4.31 -33.61 -29.29 5.00 5.40 7.00 -5.64 0.50 -0.47 -0.66 5.00 5.60 5.85 -4.71 -0.21 0.80 0.37 
46.00 4.34 -33.71 -29.37 5.00 5.40 7.00 -5.65 0.50 -0.48 -0.65 5.00 5.60 5.86 -4.71 -0.22 0.81 0.36 
46.01 4.36 -33.81 -29.45 5.00 5.41 6.99 -5.65 0.50 -0.49 -0.64 5.00 5.60 5.87 -4.71 -0.22 0.82 0.36 
46.02 4.39 -33.91 -29.52 5.00 5.41 6.99 -5.66 0.50 -0.50 -0.64 5.00 5.59 5.88 -4.70 -0.22 0.83 0.35 
46.03 4.42 -34.02 -29.60 5.00 5.42 6.98 -5.67 0.50 -0.51 -0.63 5.00 5.59 5.89 -4.70 -0.22 0.83 0.34 
46.04 4.44 -34.13 -29.68 5.00 5.42 6.98 -5.67 0.50 -0.51 -0.62 5.00 5.59 5.90 -4.70 -0.22 0.84 0.33 
46.05 4.47 -34.23 -29.76 5.00 5.43 6.97 -5.68 0.51 -0.52 -0.61 5.00 5.59 5.90 -4.69 -0.22 0.85 0.33 
46.06 4.50 -34.34 -29.85 5.00 5.43 6.96 -5.68 0.51 -0.53 -0.60 5.00 5.59 5.91 -4.69 -0.22 0.86 0.32 
46.07 4.52 -34.45 -29.93 5.00 5.44 6.96 -5.69 0.51 -0.54 -0.60 5.00 5.58 5.92 -4.69 -0.23 0.87 0.31 
46.08 4.55 -34.56 -30.01 5.00 5.44 6.95 -5.70 0.51 -0.55 -0.59 5.00 5.58 5.93 -4.68 -0.23 0.88 0.30 
46.09 4.58 -34.68 -30.10 5.00 5.45 6.95 -5.70 0.51 -0.56 -0.58 5.00 5.58 5.94 -4.68 -0.23 0.89 0.29 
46.10 4.61 -34.79 -30.18 5.00 5.45 6.94 -5.71 0.51 -0.57 -0.57 5.00 5.58 5.95 -4.68 -0.23 0.89 0.29 
46.11 4.64 -34.90 -30.27 5.00 5.46 6.94 -5.71 0.51 -0.57 -0.56 5.00 5.57 5.96 -4.67 -0.23 0.90 0.28 
46.12 4.66 -35.02 -30.36 5.00 5.46 6.93 -5.72 0.51 -0.58 -0.55 5.00 5.57 5.97 -4.67 -0.23 0.91 0.27 
46.13 4.69 -35.14 -30.44 5.00 5.47 6.93 -5.72 0.51 -0.59 -0.55 5.00 5.57 5.98 -4.67 -0.23 0.92 0.26 
46.14 4.72 -35.26 -30.53 5.00 5.47 6.92 -5.73 0.52 -0.60 -0.54 5.00 5.57 5.98 -4.67 -0.23 0.93 0.25 
46.15 4.75 -35.38 -30.62 5.00 5.48 6.91 -5.73 0.52 -0.61 -0.53 5.00 5.57 5.99 -4.66 -0.23 0.94 0.24 
46.16 4.77 -35.49 -30.73 5.00 5.48 6.91 -5.74 0.52 -0.61 -0.52 5.00 5.56 6.00 -4.66 -0.23 0.94 0.24 
46.17 4.78 -35.61 -30.83 5.00 5.49 6.90 -5.74 0.52 -0.62 -0.52 5.00 5.56 6.01 -4.66 -0.23 0.94 0.23 
46.18 4.80 -35.72 -30.93 5.00 5.49 6.89 -5.75 0.52 -0.62 -0.51 5.00 5.56 6.02 -4.66 -0.23 0.95 0.23 
46.19 4.81 -35.83 -31.02 5.00 5.50 6.89 -5.75 0.52 -0.62 -0.51 5.00 5.56 6.03 -4.65 -0.23 0.95 0.22 
46.20 4.82 -35.94 -31.12 5.00 5.50 6.88 -5.76 0.52 -0.63 -0.50 5.00 5.55 6.04 -4.65 -0.23 0.96 0.22 
46.21 4.84 -36.05 -31.21 5.00 5.51 6.88 -5.76 0.52 -0.63 -0.50 5.00 5.55 6.05 -4.65 -0.24 0.96 0.21 
46.22 4.85 -36.15 -31.30 5.00 5.51 6.87 -5.77 0.52 -0.63 -0.49 5.00 5.55 6.06 -4.65 -0.24 0.96 0.21 
