#t Ekin Epot Etot m1 x1 y1 z1 vx1 vy1 vz1 m2 x2 y2 z2 vx2 vy2 vz2 m3 x3 y3 z3 vx3 vy3 vz3 
39.25 15.76 -360.66 -344.90 6.00 1.37 0.86 -15.95 0.01 -0.72 0.50 6.00 1.35 1.62 -16.04 0.52 -0.85 -0.75 8.00 0.75 1.18 -15.94 -0.40 1.17 -0.81 
39.26 15.71 -359.06 -343.35 6.00 1.37 0.86 -15.95 0.01 -0.71 0.50 6.00 1.36 1.61 -16.05 0.51 -0.86 -0.75 8.00 0.75 1.20 -15.95 -0.39 1.17 -0.81 
39.27 15.67 -357.43 -341.77 6.00 1.37 0.85 -15.94 -0.00 -0.70 0.50 6.00 1.36 1.60 -16.05 0.51 -0.88 -0.74 8.00 0.74 1.21 -15.96 -0.38 1.17 -0.81 
39.28 15.61 -355.77 -340.16 6.00 1.37 0.84 -15.94 -0.01 -0.68 0.50 6.00 1.37 1.59 -16.06 0.50 -0.89 -0.74 8.00 0.74 1.22 -15.97 -0.36 1.17 -0.81 
39.29 15.56 -354.08 -338.52 6.00 1.37 0.84 -15.93 -0.02 -0.67 0.50 6.00 1.37 1.58 -16.07 0.49 -0.90 -0.74 8.00 0.74 1.23 -15.98 -0.35 1.17 -0.81 
39.30 15.50 -352.36 -336.86 6.00 1.37 0.83 -15.93 -0.03 -0.66 0.50 6.00 1.38 1.57 -16.08 0.48 -0.92 -0.74 8.00 0.73 1.24 -15.98 -0.34 1.17 -0.81 
39.31 15.43 -350.61 -335.18 6.00 1.37 0.82 -15.92 -0.04 -0.65 0.50 6.00 1.38 1.57 -16.08 0.47 -0.93 -0.73 8.00 0.73 1.25 -15.99 -0.32 1.17 -0.81 
39.32 15.37 -348.83 -333.47 6.00 1.37 0.82 -15.92 -0.05 -0.63 0.49 6.00 1.39 1.56 -16.09 0.46 -0.94 -0.73 8.00 0.73 1.27 -16.00 -0.31 1.17 -0.81 
39.33 15.29 -347.02 -331.73 6.00 1.37 0.81 -15.91 -0.05 -0.62 0.49 6.00 1.39 1.55 -16.10 0.45 -0.95 -0.73 8.00 0.72 1.28 -16.01 -0.30 1.17 -0.81 
39.34 15.22 -345.19 -329.97 6.00 1.37 0.81 -15.91 -0.06 -0.61 0.49 6.00 1.40 1.54 -16.11 0.44 -0.96 -0.73 8.00 0.72 1.29 -16.02 -0.29 1.17 -0.81 
39.35 15.14 -343.32 -328.18 6.00 1.37 0.80 -15.90 -0.07 -0.59 0.48 6.00 1.40 1.53 -16.11 0.43 -0.97 -0.72 8.00 0.72 1.30 -16.02 -0.27 1.17 -0.81 
39.36 15.06 -341.43 -326.37 6.00 1.37 0.79 -15.90 -0.08 -0.58 0.48 6.00 1.40 1.52 -16.12 0.42 -0.98 -0.72 8.00 0.71 1.31 -16.03 -0.26 1.17 -0.81 
39.37 14.97 -339.50 -324.53 6.00 1.37 0.79 -15.89 -0.08 -0.57 0.48 6.00 1.41 1.51 -16.13 0.41 -0.99 -0.72 8.00 0.71 1.32 -16.04 -0.25 1.16 -0.81 
39.38 14.89 -337.55 -322.66 6.00 1.36 0.78 -15.89 -0.09 -0.55 0.47 6.00 1.41 1.50 -16.13 0.40 -1.00 -0.71 8.00 0.71 1.34 -16.05 -0.23 1.16 -0.81 
39.39 14.80 -335.57 -320.77 6.00 1.36 0.78 -15.89 -0.10 -0.54 0.47 6.00 1.42 1.49 -16.14 0.39 -1.01 -0.71 8.00 0.71 1.35 -16.06 -0.22 1.16 -0.81 
39.40 14.70 -333.55 -318.85 6.00 1.36 0.77 -15.88 -0.10 -0.53 0.46 6.00 1.42 1.48 -16.15 0.38 -1.02 -0.70 8.00 0.71 1.36 -16.06 -0.21 1.15 -0.81 
39.41 14.61 -331.52 -316.91 6.00 1.36 0.77 -15.88 -0.11 -0.51 0.46 6.00 1.42 1.47 -16.16 0.37 -1.03 -0.70 8.00 0.70 1.37 -16.07 -0.20 1.15 -0.81 
39.42 14.51 -329.45 -314.94 6.00 1.36 0.76 -15.87 -0.12 -0.50 0.46 6.00 1.43 1.46 -16.16 0.36 -1.04 -0.70 8.00 0.70 1.38 -16.08 -0.18 1.15 -0.81 
39.43 14.40 -327.36 -312.95 6.00 1.36 0.76 -15.87 -0.12 -0.49 0.45 6.00 1.43 1.45 -16.17 0.35 -1.04 -0.69 8.00 0.70 1.39 -16.09 -0.17 1.14 -0.81 
39.44 14.30 -325.24 -310.94 6.00 1.36 0.75 -15.86 -0.13 -0.47 0.44 6.00 1.43 1.44 -16.18 0.34 -1.05 -0.69 8.00 0.70 1.41 -16.10 -0.16 1.14 -0.81 
39.45 14.19 -323.11 -308.92 6.00 1.36 0.75 -15.86 -0.14 -0.46 0.44 6.00 1.44 1.42 -16.18 0.33 -1.06 -0.68 8.00 0.70 1.42 -16.11 -0.14 1.13 -0.81 
39.46 14.08 -320.96 -306.87 6.00 1.36 0.74 -15.85 -0.14 -0.45 0.43 6.00 1.44 1.41 -16.19 0.32 -1.07 -0.68 8.00 0.70 1.43 -16.11 -0.13 1.13 -0.81 
39.47 13.97 -318.79 -304.82 6.00 1.35 0.74 -15.85 -0.15 -0.43 0.43 6.00 1.44 1.40 -16.20 0.31 -1.07 -0.68 8.00 0.69 1.44 -16.12 -0.12 1.12 -0.80 
39.48 13.86 -316.61 -302.75 6.00 1.35 0.73 -15.85 -0.15 -0.42 0.42 6.00 1.45 1.39 -16.20 0.30 -1.08 -0.67 8.00 0.69 1.45 -16.13 -0.11 1.12 -0.80 
39.49 13.74 -314.42 -300.67 6.00 1.35 0.73 -15.84 -0.16 -0.40 0.41 6.00 1.45 1.38 -16.21 0.29 -1.08 -0.67 8.00 0.69 1.46 -16.14 -0.09 1.11 -0.80 
39.50 13.63 -312.22 -298.59 6.00 1.35 0.73 -15.84 -0.17 -0.39 0.41 6.00 1.45 1.37 -16.22 0.28 -1.09 -0.66 8.00 0.69 1.47 -16.15 -0.08 1.10 -0.80 
39.51 13.51 -310.02 -296.51 6.00 1.35 0.72 -15.83 -0.17 -0.38 0.40 6.00 1.46 1.36 -16.22 0.27 -1.10 -0.66 8.00 0.69 1.48 -16.15 -0.07 1.10 -0.80 
39.52 13.39 -307.82 -294.43 6.00 1.35 0.72 -15.83 -0.18 -0.36 0.39 6.00 1.46 1.35 -16.23 0.26 -1.10 -0.65 8.00 0.69 1.49 -16.16 -0.06 1.09 -0.80 
39.53 13.27 -305.62 -292.35 6.00 1.34 0.72 -15.83 -0.18 -0.35 0.39 6.00 1.46 1.34 -16.24 0.24 -1.10 -0.65 8.00 0.69 1.51 -16.17 -0.05 1.09 -0.80 
39.54 13.14 -303.43 -290.28 6.00 1.34 0.71 -15.82 -0.19 -0.34 0.38 6.00 1.46 1.33 -16.24 0.23 -1.11 -0.64 8.00 0.69 1.52 -16.18 -0.03 1.08 -0.79 
39.55 13.02 -301.24 -288.22 6.00 1.34 0.71 -15.82 -0.19 -0.32 0.37 6.00 1.46 1.32 -16.25 0.22 -1.11 -0.64 8.00 0.69 1.53 -16.19 -0.02 1.07 -0.79 
39.56 12.89 -299.07 -286.17 6.00 1.34 0.71 -15.81 -0.20 -0.31 0.37 6.00 1.47 1.30 -16.25 0.21 -1.12 -0.63 8.00 0.69 1.54 -16.19 -0.01 1.06 -0.79 
39.57 12.77 -296.91 -284.14 6.00 1.34 0.70 -15.81 -0.20 -0.30 0.36 6.00 1.47 1.29 -16.26 0.20 -1.12 -0.63 8.00 0.69 1.55 -16.20 0.00 1.06 -0.79 
39.58 12.64 -294.76 -282.12 6.00 1.33 0.70 -15.81 -0.20 -0.28 0.35 6.00 1.47 1.28 -16.27 0.19 -1.12 -0.62 8.00 0.69 1.56 -16.21 0.01 1.05 -0.79 
39.59 12.51 -292.63 -280.12 6.00 1.33 0.70 -15.80 -0.21 -0.27 0.34 6.00 1.47 1.27 -16.27 0.18 -1.12 -0.62 8.00 0.69 1.57 -16.22 0.02 1.04 -0.78 
39.60 12.39 -290.53 -278.14 6.00 1.33 0.69 -15.80 -0.21 -0.26 0.33 6.00 1.47 1.26 -16.28 0.17 -1.13 -0.61 8.00 0.69 1.58 -16.22 0.03 1.03 -0.78 
39.61 12.26 -288.44 -276.19 6.00 1.33 0.69 -15.80 -0.22 -0.24 0.32 6.00 1.48 1.25 -16.29 0.16 -1.13 -0.61 8.00 0.69 1.59 -16.23 0.05 1.02 -0.78 
39.62 12.13 -286.38 -274.26 6.00 1.33 0.69 -15.79 -0.22 -0.23 0.32 6.00 1.48 1.24 -16.29 0.15 -1.13 -0.60 8.00 0.69 1.60 -16.24 0.06 1.01 -0.78 
39.63 12.00 -284.35 -272.35 6.00 1.32 0.69 -15.79 -0.22 -0.22 0.31 6.00 1.48 1.23 -16.30 0.14 -1.13 -0.60 8.00 0.69 1.61 -16.25 0.07 1.01 -0.78 
39.64 11.87 -282.34 -270.48 6.00 1.32 0.69 -15.79 -0.23 -0.20 0.30 6.00 1.48 1.21 -16.30 0.13 -1.13 -0.59 8.00 0.69 1.62 -16.26 0.08 1.00 -0.77 
39.65 11.74 -280.37 -268.63 6.00 1.32 0.68 -15.78 -0.23 -0.19 0.29 6.00 1.48 1.20 -16.31 0.12 -1.13 -0.58 8.00 0.69 1.63 -16.26 0.09 0.99 -0.77 
39.66 11.61 -278.42 -266.81 6.00 1.32 0.68 -15.78 -0.24 -0.18 0.28 6.00 1.48 1.19 -16.32 0.11 -1.13 -0.58 8.00 0.69 1.64 -16.27 0.10 0.98 -0.77 
39.67 11.48 -276.50 -265.03 6.00 1.31 0.68 -15.78 -0.24 -0.17 0.27 6.00 1.48 1.18 -16.32 0.09 -1.13 -0.57 8.00 0.70 1.65 -16.28 0.11 0.97 -0.77 
39.68 11.35 -274.62 -263.27 6.00 1.31 0.68 -15.78 -0.24 -0.15 0.26 6.00 1.48 1.17 -16.33 0.08 -1.13 -0.57 8.00 0.70 1.66 -16.29 0.12 0.96 -0.76 
39.69 11.22 -272.76 -261.55 6.00 1.31 0.68 -15.77 -0.24 -0.14 0.25 6.00 1.48 1.16 -16.33 0.07 -1.13 -0.56 8.00 0.70 1.67 -16.29 0.13 0.95 -0.76 
39.70 11.09 -270.94 -259.85 6.00 1.31 0.68 -15.77 -0.25 -0.13 0.24 6.00 1.49 1.15 -16.34 0.06 -1.13 -0.56 8.00 0.70 1.68 -16.30 0.14 0.94 -0.76 
39.71 10.96 -269.15 -258.20 6.00 1.30 0.68 -15.77 -0.25 -0.12 0.23 6.00 1.49 1.14 -16.34 0.05 -1.13 -0.55 8.00 0.70 1.69 -16.31 0.15 0.93 -0.75 
39.72 10.83 -267.40 -256.57 6.00 1.30 0.67 -15.77 -0.25 -0.10 0.22 6.00 1.49 1.12 -16.35 0.04 -1.13 -0.54 8.00 0.70 1.70 -16.32 0.16 0.92 -0.75 
39.73 10.70 -265.68 -254.98 6.00 1.30 0.67 -15.76 -0.26 -0.09 0.21 6.00 1.49 1.11 -16.35 0.03 -1.13 -0.54 8.00 0.70 1.70 -16.32 0.17 0.91 -0.75 
39.74 10.57 -263.99 -253.42 6.00 1.30 0.67 -15.76 -0.26 -0.08 0.20 6.00 1.49 1.10 -16.36 0.02 -1.13 -0.53 8.00 0.71 1.71 -16.33 0.18 0.90 -0.75 
39.75 10.45 -262.34 -251.89 6.00 1.29 0.67 -15.76 -0.26 -0.07 0.19 6.00 1.49 1.09 -16.36 0.01 -1.12 -0.52 8.00 0.71 1.72 -16.34 0.19 0.89 -0.74 
39.76 10.32 -260.72 -250.40 6.00 1.29 0.67 -15.76 -0.26 -0.05 0.18 6.00 1.49 1.08 -16.37 0.01 -1.12 -0.52 8.00 0.71 1.73 -16.35 0.20 0.88 -0.74 
39.77 10.20 -259.14 -248.94 6.00 1.29 0.67 -15.76 -0.27 -0.04 0.17 6.00 1.49 1.07 -16.38 -0.00 -1.12 -0.51 8.00 0.71 1.74 -16.35 0.20 0.87 -0.74 
39.78 10.07 -257.59 -247.52 6.00 1.29 0.67 -15.76 -0.27 -0.03 0.16 6.00 1.49 1.06 -16.38 -0.01 -1.12 -0.51 8.00 0.71 1.75 -16.36 0.21 0.86 -0.73 
39.79 9.95 -256.07 -246.12 6.00 1.28 0.67 -15.75 -0.27 -0.02 0.15 6.00 1.49 1.05 -16.39 -0.02 -1.11 -0.50 8.00 0.72 1.76 -16.37 0.22 0.84 -0.73 
39.80 9.83 -254.59 -244.76 6.00 1.28 0.67 -15.75 -0.27 -0.01 0.14 6.00 1.49 1.03 -16.39 -0.03 -1.11 -0.49 8.00 0.72 1.77 -16.38 0.23 0.83 -0.73 
39.81 9.70 -253.14 -243.44 6.00 1.28 0.67 -15.75 -0.28 0.00 0.13 6.00 1.49 1.02 -16.39 -0.04 -1.11 -0.49 8.00 0.72 1.77 -16.38 0.24 0.82 -0.72 
39.82 9.58 -251.72 -242.14 6.00 1.27 0.67 -15.75 -0.28 0.02 0.12 6.00 1.49 1.01 -16.40 -0.05 -1.10 -0.48 8.00 0.72 1.78 -16.39 0.25 0.81 -0.72 
39.83 9.47 -250.34 -240.88 6.00 1.27 0.67 -15.75 -0.28 0.03 0.11 6.00 1.48 1.00 -16.40 -0.06 -1.10 -0.47 8.00 0.73 1.79 -16.40 0.26 0.80 -0.72 
39.84 9.35 -248.99 -239.64 6.00 1.27 0.67 -15.75 -0.28 0.04 0.10 6.00 1.48 0.99 -16.41 -0.07 -1.10 -0.47 8.00 0.73 1.80 -16.40 0.26 0.79 -0.71 
39.85 9.23 -247.67 -238.44 6.00 1.27 0.67 -15.75 -0.28 0.05 0.09 6.00 1.48 0.98 -16.41 -0.08 -1.09 -0.46 8.00 0.73 1.81 -16.41 0.27 0.78 -0.71 
39.86 9.07 -246.41 -237.33 6.00 1.26 0.67 -15.75 -0.29 0.07 0.07 6.00 1.48 0.97 -16.42 -0.09 -1.09 -0.45 8.00 0.73 1.81 -16.42 0.28 0.76 -0.70 
39.87 8.92 -245.19 -236.27 6.00 1.26 0.67 -15.75 -0.29 0.09 0.05 6.00 1.48 0.96 -16.42 -0.10 -1.08 -0.45 8.00 0.74 1.82 -16.43 0.29 0.74 -0.70 
39.88 8.78 -244.03 -235.25 6.00 1.26 0.67 -15.75 -0.30 0.10 0.04 6.00 1.48 0.95 -16.43 -0.10 -1.08 -0.44 8.00 0.74 1.83 -16.43 0.30 0.72 -0.69 
39.89 8.64 -242.91 -234.27 6.00 1.25 0.68 -15.75 -0.30 0.12 0.02 6.00 1.48 0.94 -16.43 -0.11 -1.07 -0.43 8.00 0.74 1.83 -16.44 0.31 0.71 -0.68 
39.90 8.51 -241.84 -233.33 6.00 1.25 0.68 -15.75 -0.31 0.14 0.01 6.00 1.48 0.93 -16.44 -0.12 -1.07 -0.43 8.00 0.75 1.84 -16.45 0.32 0.69 -0.68 
39.91 8.38 -240.81 -232.43 6.00 1.25 0.68 -15.75 -0.31 0.16 -0.01 6.00 1.48 0.91 -16.44 -0.13 -1.06 -0.42 8.00 0.75 1.85 -16.45 0.33 0.67 -0.67 
39.92 8.26 -239.83 -231.57 6.00 1.24 0.68 -15.75 -0.32 0.18 -0.03 6.00 1.48 0.90 -16.44 -0.14 -1.06 -0.41 8.00 0.75 1.85 -16.46 0.34 0.66 -0.66 
39.93 8.14 -238.89 -230.74 6.00 1.24 0.68 -15.75 -0.32 0.19 -0.04 6.00 1.47 0.89 -16.45 -0.15 -1.05 -0.41 8.00 0.76 1.86 -16.47 0.35 0.64 -0.65 
39.94 8.03 -237.99 -229.96 6.00 1.24 0.68 -15.75 -0.32 0.21 -0.06 6.00 1.47 0.88 -16.45 -0.16 -1.05 -0.40 8.00 0.76 1.87 -16.47 0.36 0.62 -0.65 
39.95 7.93 -237.13 -229.20 6.00 1.24 0.69 -15.75 -0.33 0.23 -0.07 6.00 1.47 0.87 -16.46 -0.16 -1.04 -0.39 8.00 0.76 1.87 -16.48 0.37 0.60 -0.64 
39.96 7.83 -236.31 -228.48 6.00 1.23 0.69 -15.75 -0.33 0.24 -0.09 6.00 1.47 0.86 -16.46 -0.17 -1.03 -0.39 8.00 0.77 1.88 -16.48 0.38 0.59 -0.63 
39.97 7.73 -235.53 -227.80 6.00 1.23 0.69 -15.75 -0.33 0.26 -0.11 6.00 1.47 0.85 -16.46 -0.18 -1.03 -0.38 8.00 0.77 1.88 -16.49 0.39 0.57 -0.63 
39.98 7.64 -234.78 -227.14 6.00 1.23 0.69 -15.75 -0.34 0.28 -0.12 6.00 1.47 0.84 -16.47 -0.19 -1.02 -0.37 8.00 0.78 1.89 -16.50 0.40 0.55 -0.62 
39.99 7.55 -234.08 -226.52 6.00 1.22 0.70 -15.75 -0.34 0.29 -0.14 6.00 1.46 0.83 -16.47 -0.20 -1.01 -0.37 8.00 0.78 1.90 -16.50 0.40 0.53 -0.61 
40.00 7.47 -233.41 -225.93 6.00 1.22 0.70 -15.75 -0.34 0.31 -0.15 6.00 1.46 0.82 -16.47 -0.20 -1.01 -0.36 8.00 0.78 1.90 -16.51 0.41 0.52 -0.61 
40.01 7.40 -232.77 -225.37 6.00 1.21 0.70 -15.76 -0.35 0.33 -0.17 6.00 1.46 0.81 -16.48 -0.21 -1.00 -0.35 8.00 0.79 1.91 -16.52 0.42 0.50 -0.60 
40.02 7.33 -232.17 -224.84 6.00 1.21 0.71 -15.76 -0.35 0.34 -0.19 6.00 1.46 0.80 -16.48 -0.22 -0.99 -0.35 8.00 0.79 1.91 -16.52 0.43 0.48 -0.59 
40.03 7.26 -231.60 -224.33 6.00 1.21 0.71 -15.76 -0.35 0.36 -0.20 6.00 1.45 0.79 -16.49 -0.23 -0.98 -0.34 8.00 0.80 1.92 -16.53 0.44 0.46 -0.58 
40.04 7.20 -231.06 -223.85 6.00 1.20 0.71 -15.76 -0.36 0.37 -0.22 6.00 1.45 0.78 -16.49 -0.23 -0.98 -0.33 8.00 0.80 1.92 -16.53 0.44 0.45 -0.58 
40.05 7.15 -230.55 -223.40 6.00 1.20 0.72 -15.76 -0.36 0.39 -0.24 6.00 1.45 0.77 -16.49 -0.24 -0.97 -0.33 8.00 0.81 1.92 -16.54 0.45 0.43 -0.57 
40.06 7.10 -230.08 -222.98 6.00 1.20 0.72 -15.77 -0.36 0.40 -0.25 6.00 1.45 0.76 -16.50 -0.25 -0.96 -0.32 8.00 0.81 1.93 -16.54 0.46 0.41 -0.56 
40.07 7.05 -229.63 -222.58 6.00 1.19 0.73 -15.77 -0.36 0.42 -0.27 6.00 1.45 0.75 -16.50 -0.26 -0.95 -0.31 8.00 0.81 1.93 -16.55 0.46 0.39 -0.55 
40.08 7.01 -229.22 -222.21 6.00 1.19 0.73 -15.77 -0.36 0.43 -0.29 6.00 1.44 0.74 -16.50 -0.26 -0.94 -0.31 8.00 0.82 1.94 -16.56 0.47 0.38 -0.55 
40.09 6.98 -228.84 -221.86 6.00 1.19 0.74 -15.77 -0.37 0.45 -0.30 6.00 1.44 0.73 -16.50 -0.27 -0.93 -0.30 8.00 0.82 1.94 -16.56 0.48 0.36 -0.54 
40.10 6.95 -228.48 -221.53 6.00 1.18 0.74 -15.78 -0.37 0.46 -0.32 6.00 1.44 0.73 -16.51 -0.28 -0.92 -0.29 8.00 0.83 1.94 -16.57 0.49 0.34 -0.53 
40.11 6.92 -228.16 -221.23 6.00 1.18 0.74 -15.78 -0.37 0.48 -0.34 6.00 1.43 0.72 -16.51 -0.28 -0.92 -0.29 8.00 0.83 1.95 -16.57 0.49 0.32 -0.52 
40.12 6.90 -227.86 -220.96 6.00 1.17 0.75 -15.78 -0.37 0.49 -0.35 6.00 1.43 0.71 -16.51 -0.29 -0.91 -0.28 8.00 0.84 1.95 -16.58 0.50 0.31 -0.52 
40.13 6.89 -227.59 -220.70 6.00 1.17 0.75 -15.79 -0.37 0.51 -0.37 6.00 1.43 0.70 -16.52 -0.30 -0.90 -0.27 8.00 0.84 1.95 -16.58 0.50 0.29 -0.51 
40.14 6.88 -227.35 -220.47 6.00 1.17 0.76 -15.79 -0.38 0.52 -0.39 6.00 1.43 0.69 -16.52 -0.30 -0.89 -0.27 8.00 0.85 1.95 -16.59 0.51 0.27 -0.50 
40.15 6.87 -227.13 -220.26 6.00 1.16 0.77 -15.80 -0.38 0.53 -0.40 6.00 1.42 0.68 -16.52 -0.31 -0.88 -0.26 8.00 0.85 1.96 -16.59 0.52 0.25 -0.49 
40.16 6.87 -226.94 -220.07 6.00 1.16 0.77 -15.80 -0.38 0.55 -0.42 6.00 1.42 0.67 -16.52 -0.32 -0.87 -0.25 8.00 0.86 1.96 -16.60 0.52 0.23 -0.49 
40.17 6.88 -226.78 -219.90 6.00 1.16 0.78 -15.81 -0.38 0.56 -0.44 6.00 1.42 0.66 -16.53 -0.32 -0.86 -0.25 8.00 0.86 1.96 -16.60 0.53 0.21 -0.48 
40.18 6.89 -226.65 -219.75 6.00 1.15 0.78 -15.81 -0.38 0.58 -0.46 6.00 1.41 0.65 -16.53 -0.33 -0.85 -0.24 8.00 0.87 1.96 -16.61 0.53 0.20 -0.47 
40.19 6.87 -226.55 -219.68 6.00 1.15 0.79 -15.81 -0.38 0.59 -0.47 6.00 1.41 0.65 -16.53 -0.34 -0.83 -0.24 8.00 0.88 1.97 -16.61 0.54 0.17 -0.46 
40.20 6.87 -226.50 -219.63 6.00 1.14 0.79 -15.82 -0.38 0.61 -0.49 6.00 1.41 0.64 -16.53 -0.35 -0.81 -0.23 8.00 0.88 1.97 -16.61 0.55 0.15 -0.45 
40.21 6.87 -226.48 -219.62 6.00 1.14 0.80 -15.82 -0.38 0.62 -0.51 6.00 1.40 0.63 -16.54 -0.36 -0.79 -0.22 8.00 0.89 1.97 -16.62 0.56 0.12 -0.44 
40.22 6.88 -226.51 -219.63 6.00 1.14 0.81 -15.83 -0.39 0.63 -0.52 6.00 1.40 0.62 -16.54 -0.37 -0.77 -0.22 8.00 0.89 1.97 -16.62 0.57 0.10 -0.43 
40.23 6.90 -226.58 -219.68 6.00 1.13 0.81 -15.84 -0.39 0.65 -0.54 6.00 1.39 0.62 -16.54 -0.38 -0.75 -0.21 8.00 0.90 1.97 -16.63 0.57 0.07 -0.43 
40.24 6.94 -226.69 -219.75 6.00 1.13 0.82 -15.84 -0.39 0.66 -0.56 6.00 1.39 0.61 -16.54 -0.39 -0.73 -0.21 8.00 0.90 1.97 -16.63 0.58 0.04 -0.42 
40.25 6.98 -226.85 -219.86 6.00 1.13 0.83 -15.85 -0.39 0.68 -0.58 6.00 1.39 0.60 -16.54 -0.40 -0.71 -0.20 8.00 0.91 1.97 -16.64 0.59 0.02 -0.41 
40.26 6.99 -227.03 -220.04 6.00 1.12 0.83 -15.85 -0.39 0.68 -0.59 6.00 1.38 0.59 -16.55 -0.40 -0.69 -0.20 8.00 0.92 1.97 -16.64 0.60 -0.00 -0.40 
40.27 7.00 -227.24 -220.24 6.00 1.12 0.84 -15.86 -0.39 0.69 -0.60 6.00 1.38 0.59 -16.55 -0.41 -0.67 -0.19 8.00 0.92 1.97 -16.64 0.60 -0.02 -0.40 
40.28 7.01 -227.48 -220.47 6.00 1.11 0.85 -15.86 -0.38 0.69 -0.62 6.00 1.37 0.58 -16.55 -0.42 -0.65 -0.18 8.00 0.93 1.97 -16.65 0.61 -0.04 -0.39 
40.29 7.04 -227.75 -220.72 6.00 1.11 0.85 -15.87 -0.38 0.70 -0.63 6.00 1.37 0.57 -16.55 -0.43 -0.63 -0.18 8.00 0.93 1.97 -16.65 0.61 -0.06 -0.39 
40.30 7.06 -228.06 -221.00 6.00 1.11 0.86 -15.88 -0.38 0.71 -0.64 6.00 1.37 0.57 -16.55 -0.44 -0.61 -0.17 8.00 0.94 1.97 -16.66 0.62 -0.08 -0.38 
40.31 7.09 -228.39 -221.30 6.00 1.10 0.87 -15.88 -0.38 0.71 -0.65 6.00 1.36 0.56 -16.55 -0.45 -0.59 -0.17 8.00 0.95 1.97 -16.66 0.62 -0.10 -0.38 
40.32 7.13 -228.76 -221.64 6.00 1.10 0.88 -15.89 -0.38 0.72 -0.66 6.00 1.36 0.56 -16.56 -0.45 -0.57 -0.16 8.00 0.95 1.97 -16.66 0.63 -0.12 -0.37 
40.33 7.17 -229.17 -222.00 6.00 1.09 0.88 -15.90 -0.38 0.72 -0.68 6.00 1.35 0.55 -16.56 -0.46 -0.55 -0.16 8.00 0.96 1.96 -16.67 0.63 -0.14 -0.37 
40.34 7.22 -229.61 -222.39 6.00 1.09 0.89 -15.90 -0.38 0.73 -0.69 6.00 1.35 0.55 -16.56 -0.47 -0.53 -0.15 8.00 0.97 1.96 -16.67 0.64 -0.16 -0.36 
40.35 7.27 -230.09 -222.82 6.00 1.09 0.90 -15.91 -0.38 0.73 -0.70 6.00 1.34 0.54 -16.56 -0.48 -0.50 -0.15 8.00 0.97 1.96 -16.67 0.64 -0.18 -0.35 
40.36 7.32 -230.60 -223.28 6.00 1.08 0.90 -15.92 -0.37 0.74 -0.71 6.00 1.34 0.54 -16.56 -0.48 -0.48 -0.14 8.00 0.98 1.96 -16.68 0.64 -0.20 -0.35 
40.37 7.39 -231.15 -223.77 6.00 1.08 0.91 -15.93 -0.37 0.74 -0.72 6.00 1.33 0.53 -16.56 -0.49 -0.46 -0.14 8.00 0.98 1.96 -16.68 0.65 -0.21 -0.34 
40.38 7.45 -231.74 -224.29 6.00 1.08 0.92 -15.93 -0.37 0.74 -0.74 6.00 1.33 0.53 -16.57 -0.50 -0.44 -0.13 8.00 0.99 1.96 -16.68 0.65 -0.23 -0.34 
40.39 7.52 -232.38 -224.85 6.00 1.07 0.93 -15.94 -0.37 0.75 -0.75 6.00 1.32 0.52 -16.57 -0.50 -0.42 -0.13 8.00 1.00 1.95 -16.69 0.66 -0.25 -0.33 
40.40 7.60 -233.05 -225.45 6.00 1.07 0.93 -15.95 -0.37 0.75 -0.76 6.00 1.32 0.52 -16.57 -0.51 -0.40 -0.13 8.00 1.00 1.95 -16.69 0.66 -0.27 -0.33 
40.41 7.68 -233.77 -226.09 6.00 1.06 0.94 -15.96 -0.36 0.76 -0.77 6.00 1.31 0.52 -16.57 -0.52 -0.37 -0.12 8.00 1.01 1.95 -16.69 0.66 -0.29 -0.32 
40.42 7.77 -234.54 -226.77 6.00 1.06 0.95 -15.96 -0.36 0.76 -0.78 6.00 1.31 0.51 -16.57 -0.52 -0.35 -0.12 8.00 1.02 1.94 -16.70 0.67 -0.31 -0.32 
40.43 7.86 -235.35 -227.49 6.00 1.06 0.96 -15.97 -0.36 0.76 -0.80 6.00 1.30 0.51 -16.57 -0.53 -0.33 -0.11 8.00 1.02 1.94 -16.70 0.67 -0.33 -0.31 
40.44 7.96 -236.21 -228.25 6.00 1.05 0.96 -15.98 -0.36 0.77 -0.81 6.00 1.30 0.51 -16.57 -0.53 -0.31 -0.11 8.00 1.03 1.94 -16.70 0.67 -0.35 -0.30 
40.45 8.06 -237.12 -229.06 6.00 1.05 0.97 -15.99 -0.36 0.77 -0.82 6.00 1.29 0.50 -16.57 -0.54 -0.28 -0.11 8.00 1.04 1.93 -16.71 0.67 -0.37 -0.30 
40.46 8.17 -238.08 -229.91 6.00 1.05 0.98 -16.00 -0.35 0.78 -0.83 6.00 1.29 0.50 -16.57 -0.55 -0.26 -0.10 8.00 1.04 1.93 -16.71 0.68 -0.39 -0.29 
40.47 8.28 -239.09 -230.81 6.00 1.04 0.99 -16.00 -0.35 0.78 -0.84 6.00 1.28 0.50 -16.58 -0.55 -0.24 -0.10 8.00 1.05 1.93 -16.71 0.68 -0.41 -0.29 
40.48 8.40 -240.16 -231.76 6.00 1.04 1.00 -16.01 -0.35 0.78 -0.85 6.00 1.27 0.50 -16.58 -0.56 -0.22 -0.09 8.00 1.06 1.92 -16.71 0.68 -0.43 -0.28 
