#t Ekin Epot Etot m1 x1 y1 z1 vx1 vy1 vz1 m2 x2 y2 z2 vx2 vy2 vz2 m3 x3 y3 z3 vx3 vy3 vz3 
53.00 3.17 -24.13 -20.96 2.00 -7.61 12.94 16.65 0.46 0.44 0.91 2.00 -2.67 12.60 17.59 0.39 0.72 -0.41 8.00 -4.82 13.73 16.27 -0.36 0.05 0.38 
53.01 3.18 -24.16 -20.99 2.00 -7.60 12.94 16.66 0.47 0.44 0.91 2.00 -2.67 12.61 17.58 0.38 0.72 -0.41 8.00 -4.82 13.73 16.27 -0.36 0.05 0.38 
53.02 3.18 -24.20 -21.01 2.00 -7.60 12.95 16.67 0.47 0.44 0.91 2.00 -2.66 12.62 17.58 0.38 0.73 -0.41 8.00 -4.82 13.73 16.27 -0.36 0.05 0.38 
53.03 3.19 -24.23 -21.04 2.00 -7.59 12.95 16.68 0.48 0.44 0.91 2.00 -2.66 12.63 17.58 0.37 0.73 -0.41 8.00 -4.83 13.73 16.28 -0.36 0.05 0.38 
53.04 3.20 -24.27 -21.07 2.00 -7.59 12.95 16.69 0.48 0.44 0.91 2.00 -2.66 12.63 17.57 0.37 0.73 -0.42 8.00 -4.83 13.73 16.28 -0.36 0.04 0.38 
53.05 3.21 -24.31 -21.09 2.00 -7.58 12.96 16.70 0.49 0.44 0.91 2.00 -2.65 12.64 17.57 0.36 0.73 -0.42 8.00 -4.83 13.73 16.29 -0.36 0.04 0.38 
53.06 3.22 -24.34 -21.12 2.00 -7.58 12.96 16.71 0.49 0.44 0.91 2.00 -2.65 12.65 17.56 0.36 0.73 -0.42 8.00 -4.84 13.73 16.29 -0.36 0.04 0.38 
53.07 3.23 -24.38 -21.15 2.00 -7.57 12.97 16.72 0.50 0.45 0.90 2.00 -2.64 12.65 17.56 0.35 0.74 -0.42 8.00 -4.84 13.73 16.29 -0.36 0.04 0.38 
53.08 3.24 -24.42 -21.18 2.00 -7.57 12.97 16.73 0.50 0.45 0.90 2.00 -2.64 12.66 17.56 0.35 0.74 -0.43 8.00 -4.84 13.73 16.30 -0.36 0.04 0.38 
53.09 3.25 -24.46 -21.21 2.00 -7.56 12.98 16.74 0.51 0.45 0.90 2.00 -2.64 12.67 17.55 0.34 0.74 -0.43 8.00 -4.85 13.73 16.30 -0.36 0.04 0.39 
53.10 3.26 -24.50 -21.24 2.00 -7.56 12.98 16.74 0.51 0.45 0.90 2.00 -2.63 12.68 17.55 0.34 0.74 -0.43 8.00 -4.85 13.73 16.31 -0.36 0.04 0.39 
53.11 3.27 -24.53 -21.27 2.00 -7.55 12.99 16.75 0.52 0.45 0.90 2.00 -2.63 12.68 17.54 0.34 0.74 -0.43 8.00 -4.86 13.73 16.31 -0.36 0.04 0.39 
53.12 3.28 -24.57 -21.30 2.00 -7.55 12.99 16.76 0.52 0.45 0.90 2.00 -2.63 12.69 17.54 0.33 0.75 -0.44 8.00 -4.86 13.73 16.31 -0.36 0.04 0.39 
53.13 3.29 -24.61 -21.33 2.00 -7.54 12.99 16.77 0.53 0.45 0.90 2.00 -2.62 12.70 17.53 0.33 0.75 -0.44 8.00 -4.86 13.73 16.32 -0.36 0.04 0.39 
53.14 3.30 -24.65 -21.36 2.00 -7.54 13.00 16.78 0.53 0.45 0.90 2.00 -2.62 12.71 17.53 0.32 0.75 -0.44 8.00 -4.87 13.73 16.32 -0.36 0.04 0.39 
53.15 3.31 -24.69 -21.39 2.00 -7.53 13.00 16.79 0.54 0.46 0.90 2.00 -2.62 12.71 17.52 0.32 0.75 -0.44 8.00 -4.87 13.73 16.32 -0.36 0.04 0.39 
53.16 3.32 -24.74 -21.42 2.00 -7.52 13.01 16.80 0.54 0.46 0.90 2.00 -2.62 12.72 17.52 0.31 0.75 -0.45 8.00 -4.87 13.73 16.33 -0.36 0.03 0.39 
53.17 3.33 -24.78 -21.45 2.00 -7.52 13.01 16.81 0.55 0.46 0.90 2.00 -2.61 12.73 17.52 0.31 0.76 -0.45 8.00 -4.88 13.73 16.33 -0.36 0.03 0.39 
53.18 3.34 -24.82 -21.48 2.00 -7.51 13.02 16.82 0.55 0.46 0.90 2.00 -2.61 12.74 17.51 0.30 0.76 -0.45 8.00 -4.88 13.73 16.34 -0.36 0.03 0.39 
53.19 3.35 -24.86 -21.51 2.00 -7.51 13.02 16.83 0.56 0.46 0.90 2.00 -2.61 12.74 17.51 0.30 0.76 -0.45 8.00 -4.88 13.73 16.34 -0.36 0.03 0.39 
53.20 3.36 -24.90 -21.54 2.00 -7.50 13.03 16.83 0.56 0.46 0.89 2.00 -2.60 12.75 17.50 0.29 0.76 -0.45 8.00 -4.89 13.73 16.34 -0.36 0.03 0.39 
53.21 3.37 -24.95 -21.58 2.00 -7.50 13.03 16.84 0.57 0.46 0.89 2.00 -2.60 12.76 17.50 0.29 0.76 -0.46 8.00 -4.89 13.74 16.35 -0.36 0.03 0.40 
53.22 3.38 -24.99 -21.61 2.00 -7.49 13.04 16.85 0.58 0.46 0.89 2.00 -2.60 12.77 17.49 0.28 0.77 -0.46 8.00 -4.89 13.74 16.35 -0.36 0.03 0.40 
53.23 3.39 -25.04 -21.64 2.00 -7.49 13.04 16.86 0.58 0.47 0.89 2.00 -2.59 12.78 17.49 0.28 0.77 -0.46 8.00 -4.90 13.74 16.36 -0.36 0.03 0.40 
53.24 3.40 -25.08 -21.68 2.00 -7.48 13.05 16.87 0.59 0.47 0.89 2.00 -2.59 12.78 17.48 0.27 0.77 -0.46 8.00 -4.90 13.74 16.36 -0.36 0.03 0.40 
53.25 3.42 -25.13 -21.71 2.00 -7.47 13.05 16.88 0.59 0.47 0.89 2.00 -2.59 12.79 17.48 0.27 0.77 -0.47 8.00 -4.91 13.74 16.36 -0.36 0.03 0.40 
53.26 3.43 -25.17 -21.74 2.00 -7.47 13.05 16.89 0.60 0.47 0.89 2.00 -2.59 12.80 17.47 0.26 0.77 -0.47 8.00 -4.91 13.74 16.37 -0.36 0.03 0.40 
53.27 3.44 -25.22 -21.78 2.00 -7.46 13.06 16.90 0.60 0.47 0.89 2.00 -2.58 12.81 17.47 0.26 0.78 -0.47 8.00 -4.91 13.74 16.37 -0.36 0.03 0.40 
53.28 3.45 -25.26 -21.81 2.00 -7.46 13.06 16.91 0.61 0.47 0.89 2.00 -2.58 12.81 17.47 0.25 0.78 -0.47 8.00 -4.92 13.74 16.38 -0.36 0.03 0.40 
53.29 3.46 -25.31 -21.85 2.00 -7.45 13.07 16.91 0.61 0.47 0.89 2.00 -2.58 12.82 17.46 0.25 0.78 -0.47 8.00 -4.92 13.74 16.38 -0.36 0.02 0.40 
53.30 3.47 -25.36 -21.89 2.00 -7.44 13.07 16.92 0.62 0.48 0.88 2.00 -2.58 12.83 17.46 0.24 0.78 -0.48 8.00 -4.92 13.74 16.38 -0.36 0.02 0.40 
53.31 3.49 -25.41 -21.92 2.00 -7.44 13.08 16.93 0.63 0.48 0.88 2.00 -2.57 12.84 17.45 0.24 0.78 -0.48 8.00 -4.93 13.74 16.39 -0.37 0.02 0.40 
53.32 3.50 -25.46 -21.96 2.00 -7.43 13.08 16.94 0.63 0.48 0.88 2.00 -2.57 12.84 17.45 0.23 0.78 -0.48 8.00 -4.93 13.74 16.39 -0.37 0.02 0.40 
53.33 3.51 -25.51 -22.00 2.00 -7.42 13.09 16.95 0.64 0.48 0.88 2.00 -2.57 12.85 17.44 0.23 0.79 -0.48 8.00 -4.94 13.74 16.40 -0.37 0.02 0.40 
53.34 3.52 -25.56 -22.03 2.00 -7.42 13.09 16.96 0.64 0.48 0.88 2.00 -2.57 12.86 17.44 0.22 0.79 -0.49 8.00 -4.94 13.74 16.40 -0.37 0.02 0.41 
53.35 3.54 -25.61 -22.07 2.00 -7.41 13.10 16.97 0.65 0.48 0.88 2.00 -2.57 12.87 17.43 0.22 0.79 -0.49 8.00 -4.94 13.74 16.40 -0.37 0.02 0.41 
53.36 3.55 -25.66 -22.11 2.00 -7.40 13.10 16.98 0.66 0.48 0.88 2.00 -2.56 12.88 17.43 0.21 0.79 -0.49 8.00 -4.95 13.74 16.41 -0.37 0.02 0.41 
53.37 3.56 -25.71 -22.15 2.00 -7.40 13.11 16.98 0.66 0.49 0.88 2.00 -2.56 12.88 17.42 0.21 0.79 -0.49 8.00 -4.95 13.74 16.41 -0.37 0.02 0.41 
53.38 3.57 -25.76 -22.19 2.00 -7.39 13.11 16.99 0.67 0.49 0.88 2.00 -2.56 12.89 17.42 0.20 0.79 -0.49 8.00 -4.95 13.74 16.42 -0.37 0.02 0.41 
53.39 3.59 -25.82 -22.23 2.00 -7.38 13.12 17.00 0.67 0.49 0.87 2.00 -2.56 12.90 17.41 0.20 0.80 -0.50 8.00 -4.96 13.74 16.42 -0.37 0.02 0.41 
53.40 3.60 -25.87 -22.27 2.00 -7.38 13.12 17.01 0.68 0.49 0.87 2.00 -2.55 12.91 17.41 0.19 0.80 -0.50 8.00 -4.96 13.74 16.42 -0.37 0.02 0.41 
53.41 3.61 -25.92 -22.31 2.00 -7.37 13.13 17.02 0.69 0.49 0.87 2.00 -2.55 12.92 17.40 0.19 0.80 -0.50 8.00 -4.96 13.74 16.43 -0.37 0.01 0.41 
53.42 3.63 -25.98 -22.35 2.00 -7.36 13.13 17.03 0.69 0.49 0.87 2.00 -2.55 12.92 17.40 0.18 0.80 -0.50 8.00 -4.97 13.74 16.43 -0.37 0.01 0.41 
53.43 3.64 -26.03 -22.39 2.00 -7.36 13.14 17.04 0.70 0.49 0.87 2.00 -2.55 12.93 17.39 0.18 0.80 -0.50 8.00 -4.97 13.74 16.44 -0.37 0.01 0.41 
53.44 3.66 -26.09 -22.43 2.00 -7.35 13.14 17.05 0.71 0.50 0.87 2.00 -2.55 12.94 17.39 0.17 0.80 -0.51 8.00 -4.98 13.74 16.44 -0.37 0.01 0.41 
53.45 3.67 -26.15 -22.48 2.00 -7.34 13.15 17.05 0.71 0.50 0.87 2.00 -2.55 12.95 17.38 0.17 0.81 -0.51 8.00 -4.98 13.74 16.45 -0.37 0.01 0.41 
53.46 3.68 -26.20 -22.52 2.00 -7.34 13.15 17.06 0.72 0.50 0.86 2.00 -2.54 12.96 17.38 0.16 0.81 -0.51 8.00 -4.98 13.74 16.45 -0.37 0.01 0.42 
53.47 3.70 -26.26 -22.57 2.00 -7.33 13.16 17.07 0.72 0.50 0.86 2.00 -2.54 12.96 17.37 0.16 0.81 -0.51 8.00 -4.99 13.74 16.45 -0.37 0.01 0.42 
53.48 3.71 -26.32 -22.61 2.00 -7.32 13.16 17.08 0.73 0.50 0.86 2.00 -2.54 12.97 17.37 0.15 0.81 -0.51 8.00 -4.99 13.74 16.46 -0.37 0.01 0.42 
53.49 3.73 -26.38 -22.65 2.00 -7.31 13.17 17.09 0.74 0.50 0.86 2.00 -2.54 12.98 17.36 0.15 0.81 -0.51 8.00 -4.99 13.74 16.46 -0.37 0.01 0.42 
53.50 3.74 -26.44 -22.70 2.00 -7.31 13.17 17.10 0.74 0.50 0.86 2.00 -2.54 12.99 17.36 0.14 0.81 -0.52 8.00 -5.00 13.74 16.47 -0.37 0.01 0.42 
53.51 3.76 -26.50 -22.75 2.00 -7.30 13.18 17.11 0.75 0.51 0.86 2.00 -2.54 13.00 17.35 0.14 0.82 -0.52 8.00 -5.00 13.74 16.47 -0.37 0.01 0.42 
53.52 3.77 -26.57 -22.79 2.00 -7.29 13.18 17.11 0.76 0.51 0.85 2.00 -2.54 13.01 17.35 0.13 0.82 -0.52 8.00 -5.00 13.74 16.47 -0.37 0.01 0.42 
53.53 3.79 -26.63 -22.84 2.00 -7.28 13.19 17.12 0.76 0.51 0.85 2.00 -2.53 13.01 17.34 0.12 0.82 -0.52 8.00 -5.01 13.74 16.48 -0.37 0.01 0.42 
53.54 3.81 -26.69 -22.89 2.00 -7.28 13.19 17.13 0.77 0.51 0.85 2.00 -2.53 13.02 17.34 0.12 0.82 -0.52 8.00 -5.01 13.74 16.48 -0.37 0.01 0.42 
53.55 3.82 -26.76 -22.94 2.00 -7.27 13.20 17.14 0.78 0.51 0.85 2.00 -2.53 13.03 17.33 0.11 0.82 -0.53 8.00 -5.02 13.74 16.49 -0.37 0.00 0.42 
53.56 3.84 -26.82 -22.99 2.00 -7.26 13.20 17.15 0.78 0.51 0.85 2.00 -2.53 13.04 17.32 0.11 0.82 -0.53 8.00 -5.02 13.74 16.49 -0.37 0.00 0.42 
53.57 3.85 -26.89 -23.04 2.00 -7.25 13.21 17.16 0.79 0.52 0.85 2.00 -2.53 13.05 17.32 0.10 0.82 -0.53 8.00 -5.02 13.74 16.50 -0.37 0.00 0.43 
53.58 3.87 -26.96 -23.09 2.00 -7.24 13.21 17.17 0.80 0.52 0.84 2.00 -2.53 13.05 17.31 0.10 0.83 -0.53 8.00 -5.03 13.74 16.50 -0.37 0.00 0.43 
53.59 3.89 -27.03 -23.14 2.00 -7.24 13.22 17.17 0.81 0.52 0.84 2.00 -2.53 13.06 17.31 0.09 0.83 -0.53 8.00 -5.03 13.74 16.50 -0.37 0.00 0.43 
53.60 3.90 -27.09 -23.19 2.00 -7.23 13.22 17.18 0.81 0.52 0.84 2.00 -2.53 13.07 17.30 0.09 0.83 -0.53 8.00 -5.03 13.74 16.51 -0.37 0.00 0.43 
53.61 3.92 -27.16 -23.24 2.00 -7.22 13.23 17.19 0.82 0.52 0.84 2.00 -2.53 13.08 17.30 0.08 0.83 -0.54 8.00 -5.04 13.74 16.51 -0.37 -0.00 0.43 
53.62 3.94 -27.24 -23.30 2.00 -7.21 13.23 17.20 0.83 0.52 0.84 2.00 -2.53 13.09 17.29 0.08 0.83 -0.54 8.00 -5.04 13.74 16.52 -0.37 -0.00 0.43 
53.63 3.96 -27.31 -23.35 2.00 -7.20 13.24 17.21 0.83 0.52 0.83 2.00 -2.53 13.10 17.29 0.07 0.83 -0.54 8.00 -5.05 13.74 16.52 -0.37 -0.00 0.43 
53.64 3.98 -27.38 -23.41 2.00 -7.19 13.24 17.22 0.84 0.53 0.83 2.00 -2.52 13.10 17.28 0.07 0.83 -0.54 8.00 -5.05 13.74 16.53 -0.38 -0.00 0.43 
53.65 3.99 -27.45 -23.46 2.00 -7.19 13.25 17.22 0.85 0.53 0.83 2.00 -2.52 13.11 17.28 0.06 0.83 -0.54 8.00 -5.05 13.74 16.53 -0.38 -0.00 0.43 
53.66 4.01 -27.53 -23.52 2.00 -7.18 13.25 17.23 0.86 0.53 0.83 2.00 -2.52 13.12 17.27 0.05 0.84 -0.54 8.00 -5.06 13.74 16.53 -0.38 -0.00 0.43 
53.67 4.03 -27.61 -23.57 2.00 -7.17 13.26 17.24 0.86 0.53 0.82 2.00 -2.52 13.13 17.27 0.05 0.84 -0.54 8.00 -5.06 13.74 16.54 -0.38 -0.00 0.43 
53.68 4.05 -27.68 -23.63 2.00 -7.16 13.27 17.25 0.87 0.53 0.82 2.00 -2.52 13.14 17.26 0.04 0.84 -0.55 8.00 -5.06 13.74 16.54 -0.38 -0.01 0.44 
53.69 4.07 -27.76 -23.69 2.00 -7.15 13.27 17.26 0.88 0.53 0.82 2.00 -2.52 13.15 17.25 0.04 0.84 -0.55 8.00 -5.07 13.74 16.55 -0.38 -0.01 0.44 
53.70 4.09 -27.84 -23.75 2.00 -7.14 13.28 17.27 0.89 0.54 0.82 2.00 -2.52 13.15 17.25 0.03 0.84 -0.55 8.00 -5.07 13.74 16.55 -0.38 -0.01 0.44 
53.71 4.11 -27.92 -23.81 2.00 -7.13 13.28 17.27 0.90 0.54 0.81 2.00 -2.52 13.16 17.24 0.03 0.84 -0.55 8.00 -5.08 13.74 16.56 -0.38 -0.01 0.44 
53.72 4.13 -28.00 -23.87 2.00 -7.12 13.29 17.28 0.90 0.54 0.81 2.00 -2.52 13.17 17.24 0.02 0.84 -0.55 8.00 -5.08 13.74 16.56 -0.38 -0.01 0.44 
53.73 4.15 -28.09 -23.94 2.00 -7.12 13.29 17.29 0.91 0.54 0.81 2.00 -2.52 13.18 17.23 0.01 0.84 -0.55 8.00 -5.08 13.74 16.57 -0.38 -0.01 0.44 
53.74 4.17 -28.17 -24.00 2.00 -7.11 13.30 17.30 0.92 0.54 0.81 2.00 -2.52 13.19 17.23 0.01 0.85 -0.55 8.00 -5.09 13.74 16.57 -0.38 -0.01 0.44 
53.75 4.19 -28.26 -24.06 2.00 -7.10 13.30 17.31 0.93 0.54 0.80 2.00 -2.52 13.20 17.22 0.00 0.85 -0.56 8.00 -5.09 13.74 16.57 -0.38 -0.01 0.44 
53.76 4.21 -28.34 -24.13 2.00 -7.09 13.31 17.31 0.94 0.55 0.80 2.00 -2.52 13.21 17.22 -0.00 0.85 -0.56 8.00 -5.10 13.74 16.58 -0.38 -0.01 0.44 
53.77 4.24 -28.43 -24.20 2.00 -7.08 13.31 17.32 0.94 0.55 0.80 2.00 -2.52 13.21 17.21 -0.01 0.85 -0.56 8.00 -5.10 13.74 16.58 -0.38 -0.01 0.44 
53.78 4.26 -28.52 -24.26 2.00 -7.07 13.32 17.33 0.95 0.55 0.79 2.00 -2.52 13.22 17.20 -0.01 0.85 -0.56 8.00 -5.10 13.74 16.59 -0.38 -0.01 0.45 
53.79 4.28 -28.61 -24.33 2.00 -7.06 13.32 17.34 0.96 0.55 0.79 2.00 -2.52 13.23 17.20 -0.02 0.85 -0.56 8.00 -5.11 13.74 16.59 -0.38 -0.01 0.45 
53.80 4.30 -28.71 -24.40 2.00 -7.05 13.33 17.35 0.97 0.55 0.79 2.00 -2.52 13.24 17.19 -0.02 0.85 -0.56 8.00 -5.11 13.74 16.60 -0.38 -0.01 0.45 
53.81 4.33 -28.80 -24.47 2.00 -7.04 13.34 17.35 0.98 0.55 0.79 2.00 -2.52 13.25 17.19 -0.03 0.85 -0.56 8.00 -5.11 13.74 16.60 -0.39 -0.01 0.45 
53.82 4.35 -28.90 -24.55 2.00 -7.03 13.34 17.36 0.99 0.56 0.78 2.00 -2.52 13.26 17.18 -0.04 0.85 -0.56 8.00 -5.12 13.74 16.61 -0.39 -0.01 0.45 
53.83 4.38 -28.99 -24.62 2.00 -7.02 13.35 17.37 1.00 0.56 0.78 2.00 -2.52 13.27 17.18 -0.04 0.86 -0.57 8.00 -5.12 13.74 16.61 -0.39 -0.02 0.45 
53.84 4.40 -29.09 -24.69 2.00 -7.01 13.35 17.38 1.00 0.56 0.78 2.00 -2.52 13.27 17.17 -0.05 0.86 -0.57 8.00 -5.13 13.74 16.61 -0.39 -0.02 0.45 
53.85 4.43 -29.19 -24.77 2.00 -7.00 13.36 17.38 1.01 0.56 0.77 2.00 -2.52 13.28 17.17 -0.05 0.86 -0.57 8.00 -5.13 13.74 16.62 -0.39 -0.02 0.45 
53.86 4.45 -29.30 -24.85 2.00 -6.99 13.36 17.39 1.02 0.56 0.77 2.00 -2.52 13.29 17.16 -0.06 0.86 -0.57 8.00 -5.13 13.74 16.62 -0.39 -0.02 0.45 
53.87 4.48 -29.40 -24.92 2.00 -6.98 13.37 17.40 1.03 0.57 0.76 2.00 -2.52 13.30 17.15 -0.07 0.86 -0.57 8.00 -5.14 13.74 16.63 -0.39 -0.02 0.46 
53.88 4.50 -29.51 -25.00 2.00 -6.97 13.38 17.41 1.04 0.57 0.76 2.00 -2.53 13.31 17.15 -0.07 0.86 -0.57 8.00 -5.14 13.74 16.63 -0.39 -0.02 0.46 
53.89 4.53 -29.62 -25.09 2.00 -6.96 13.38 17.41 1.05 0.57 0.76 2.00 -2.53 13.32 17.14 -0.08 0.86 -0.57 8.00 -5.15 13.74 16.64 -0.39 -0.02 0.46 
53.90 4.56 -29.73 -25.17 2.00 -6.95 13.39 17.42 1.06 0.57 0.75 2.00 -2.53 13.33 17.14 -0.08 0.86 -0.57 8.00 -5.15 13.74 16.64 -0.39 -0.02 0.46 
53.91 4.58 -29.84 -25.25 2.00 -6.94 13.39 17.43 1.07 0.57 0.75 2.00 -2.53 13.33 17.13 -0.09 0.86 -0.57 8.00 -5.15 13.74 16.65 -0.39 -0.02 0.46 
53.92 4.61 -29.95 -25.34 2.00 -6.93 13.40 17.44 1.08 0.57 0.75 2.00 -2.53 13.34 17.13 -0.09 0.86 -0.57 8.00 -5.16 13.74 16.65 -0.39 -0.02 0.46 
53.93 4.64 -30.07 -25.43 2.00 -6.92 13.40 17.44 1.09 0.58 0.74 2.00 -2.53 13.35 17.12 -0.10 0.86 -0.58 8.00 -5.16 13.74 16.66 -0.40 -0.02 0.46 
53.94 4.67 -30.19 -25.51 2.00 -6.90 13.41 17.45 1.10 0.58 0.74 2.00 -2.53 13.36 17.11 -0.11 0.86 -0.58 8.00 -5.17 13.74 16.66 -0.40 -0.02 0.46 
53.95 4.70 -30.31 -25.60 2.00 -6.89 13.42 17.46 1.11 0.58 0.73 2.00 -2.53 13.37 17.11 -0.11 0.87 -0.58 8.00 -5.17 13.74 16.66 -0.40 -0.02 0.47 
53.96 4.73 -30.43 -25.70 2.00 -6.88 13.42 17.47 1.12 0.58 0.73 2.00 -2.53 13.38 17.10 -0.12 0.87 -0.58 8.00 -5.17 13.74 16.67 -0.40 -0.02 0.47 
53.97 4.76 -30.55 -25.79 2.00 -6.87 13.43 17.47 1.13 0.58 0.72 2.00 -2.53 13.39 17.10 -0.12 0.87 -0.58 8.00 -5.18 13.74 16.67 -0.40 -0.02 0.47 
53.98 4.79 -30.68 -25.89 2.00 -6.86 13.43 17.48 1.14 0.58 0.72 2.00 -2.54 13.39 17.09 -0.13 0.87 -0.58 8.00 -5.18 13.74 16.68 -0.40 -0.03 0.47 
53.99 4.83 -30.81 -25.99 2.00 -6.85 13.44 17.49 1.15 0.59 0.71 2.00 -2.54 13.40 17.08 -0.14 0.87 -0.58 8.00 -5.19 13.74 16.68 -0.40 -0.03 0.47 
54.00 4.86 -30.94 -26.09 2.00 -6.84 13.44 17.50 1.16 0.59 0.71 2.00 -2.54 13.41 17.08 -0.14 0.87 -0.58 8.00 -5.19 13.74 16.69 -0.40 -0.03 0.47 
54.01 4.89 -31.08 -26.19 2.00 -6.82 13.45 17.50 1.17 0.59 0.70 2.00 -2.54 13.42 17.07 -0.15 0.87 -0.58 8.00 -5.19 13.74 16.69 -0.40 -0.03 0.47 
54.02 4.93 -31.22 -26.29 2.00 -6.81 13.46 17.51 1.18 0.59 0.70 2.00 -2.54 13.43 17.07 -0.15 0.87 -0.58 8.00 -5.20 13.74 16.70 -0.41 -0.03 0.48 
54.03 4.96 -31.36 -26.40 2.00 -6.80 13.46 17.52 1.19 0.59 0.69 2.00 -2.54 13.44 17.06 -0.16 0.87 -0.58 8.00 -5.20 13.73 16.70 -0.41 -0.03 0.48 
54.04 5.00 -31.50 -26.51 2.00 -6.79 13.47 17.52 1.21 0.60 0.69 2.00 -2.55 13.45 17.06 -0.17 0.87 -0.58 8.00 -5.21 13.73 16.71 -0.41 -0.03 0.48 
54.05 5.03 -31.65 -26.62 2.00 -6.78 13.47 17.53 1.22 0.60 0.68 2.00 -2.55 13.46 17.05 -0.17 0.87 -0.58 8.00 -5.21 13.73 16.71 -0.41 -0.03 0.48 
54.06 5.07 -31.80 -26.73 2.00 -6.76 13.48 17.54 1.23 0.60 0.68 2.00 -2.55 13.46 17.04 -0.18 0.87 -0.59 8.00 -5.21 13.73 16.72 -0.41 -0.03 0.48 
54.07 5.11 -31.96 -26.85 2.00 -6.75 13.49 17.54 1.24 0.60 0.67 2.00 -2.55 13.47 17.04 -0.18 0.87 -0.59 8.00 -5.22 13.73 16.72 -0.41 -0.03 0.48 
54.08 5.15 -32.11 -26.97 2.00 -6.74 13.49 17.55 1.25 0.60 0.66 2.00 -2.55 13.48 17.03 -0.19 0.87 -0.59 8.00 -5.22 13.73 16.73 -0.41 -0.03 0.49 
54.09 5.19 -32.27 -27.09 2.00 -6.73 13.50 17.56 1.26 0.60 0.66 2.00 -2.55 13.49 17.03 -0.20 0.87 -0.59 8.00 -5.23 13.73 16.73 -0.42 -0.03 0.49 
54.10 5.23 -32.44 -27.21 2.00 -6.71 13.50 17.56 1.28 0.61 0.65 2.00 -2.56 13.50 17.02 -0.20 0.88 -0.59 8.00 -5.23 13.73 16.74 -0.42 -0.03 0.49 
54.11 5.27 -32.61 -27.34 2.00 -6.70 13.51 17.57 1.29 0.61 0.64 2.00 -2.56 13.51 17.01 -0.21 0.88 -0.59 8.00 -5.23 13.73 16.74 -0.42 -0.03 0.49 
54.12 5.31 -32.78 -27.47 2.00 -6.69 13.52 17.58 1.30 0.61 0.64 2.00 -2.56 13.52 17.01 -0.21 0.88 -0.59 8.00 -5.24 13.73 16.75 -0.42 -0.03 0.49 
54.13 5.36 -32.96 -27.60 2.00 -6.67 13.52 17.58 1.31 0.61 0.63 2.00 -2.56 13.53 17.00 -0.22 0.88 -0.59 8.00 -5.24 13.73 16.75 -0.42 -0.03 0.49 
54.14 5.40 -33.14 -27.74 2.00 -6.66 13.53 17.59 1.33 0.61 0.62 2.00 -2.56 13.53 17.00 -0.23 0.88 -0.59 8.00 -5.25 13.73 16.76 -0.42 -0.03 0.50 
54.15 5.45 -33.32 -27.88 2.00 -6.65 13.53 17.59 1.34 0.62 0.62 2.00 -2.57 13.54 16.99 -0.23 0.88 -0.59 8.00 -5.25 13.73 16.76 -0.43 -0.04 0.50 
54.16 5.49 -33.51 -28.02 2.00 -6.63 13.54 17.60 1.35 0.62 0.61 2.00 -2.57 13.55 16.99 -0.24 0.88 -0.59 8.00 -5.26 13.73 16.77 -0.43 -0.04 0.50 
54.17 5.54 -33.71 -28.17 2.00 -6.62 13.55 17.61 1.37 0.62 0.60 2.00 -2.57 13.56 16.98 -0.24 0.88 -0.59 8.00 -5.26 13.73 16.77 -0.43 -0.04 0.50 
54.18 5.59 -33.91 -28.32 2.00 -6.61 13.55 17.61 1.38 0.62 0.59 2.00 -2.57 13.57 16.97 -0.25 0.88 -0.59 8.00 -5.26 13.73 16.78 -0.43 -0.04 0.50 
54.19 5.64 -34.11 -28.47 2.00 -6.59 13.56 17.62 1.39 0.62 0.58 2.00 -2.58 13.58 16.97 -0.26 0.88 -0.59 8.00 -5.27 13.73 16.78 -0.43 -0.04 0.51 
54.20 5.69 -34.32 -28.63 2.00 -6.58 13.57 17.62 1.41 0.62 0.58 2.00 -2.58 13.59 16.96 -0.26 0.88 -0.59 8.00 -5.27 13.73 16.79 -0.44 -0.04 0.51 
54.21 5.75 -34.54 -28.79 2.00 -6.56 13.57 17.63 1.42 0.63 0.57 2.00 -2.58 13.60 16.96 -0.27 0.88 -0.59 8.00 -5.28 13.73 16.79 -0.44 -0.04 0.51 
54.22 5.80 -34.76 -28.96 2.00 -6.55 13.58 17.64 1.44 0.63 0.56 2.00 -2.59 13.60 16.95 -0.27 0.88 -0.59 8.00 -5.28 13.73 16.80 -0.44 -0.04 0.51 
54.23 5.86 -34.99 -29.13 2.00 -6.54 13.58 17.64 1.45 0.63 0.55 2.00 -2.59 13.61 16.94 -0.28 0.88 -0.59 8.00 -5.29 13.73 16.80 -0.44 -0.04 0.52 
54.24 5.92 -35.23 -29.31 2.00 -6.52 13.59 17.65 1.47 0.63 0.54 2.00 -2.59 13.62 16.94 -0.29 0.88 -0.59 8.00 -5.29 13.73 16.81 -0.44 -0.04 0.52 
54.25 5.98 -35.47 -29.49 2.00 -6.51 13.60 17.65 1.48 0.63 0.53 2.00 -2.59 13.63 16.93 -0.29 0.88 -0.59 8.00 -5.30 13.73 16.81 -0.45 -0.04 0.52 
54.26 6.04 -35.72 -29.68 2.00 -6.49 13.60 17.66 1.50 0.63 0.52 2.00 -2.60 13.64 16.93 -0.30 0.88 -0.59 8.00 -5.30 13.73 16.82 -0.45 -0.04 0.52 
